fname,region,granule_id,dataset_id,start_time,end_time,spatial_extent,.hdf_file,.xml_file,GranuleUR,InsertTime,LastUpdate,DataFormat,Collection__ShortName,Collection__VersionId,PGEVersionClass__PGEVersion,DataGranule__SizeMBDataGranule,DataGranule__ReprocessingPlanned,DataGranule__ReprocessingActual,DataGranule__ProducerGranuleId,DataGranule__DayNightFlag,DataGranule__ProductionDateTime,DataGranule__LocalVersionId,Temporal__RangeDateTime__BeginningDateTime,Temporal__RangeDateTime__EndingDateTime,Campaigns__Campaign__ShortName,AddlAttr__QAPERCENTGOODQUALITY,AddlAttr__QAPERCENTOTHERQUALITY,AddlAttr__QAPERCENTNOTPRODUCEDCLOUD,AddlAttr__QAPERCENTNOTPRODUCEDOTHER,AddlAttr__CLOUD_CONTAMINATED_LST_SCREENED,AddlAttr__HORIZONTALTILENUMBER,AddlAttr__VERTICALTILENUMBER,AddlAttr__TileID,AddlAttr__identifier_product_doi,AddlAttr__identifier_product_doi_authority,Spatial_Coordinates__SW,Spatial_Coordinates__SE,Spatial_Coordinates__NW,Spatial_Coordinates__NE
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023153.h09v05.061.2023164034529,urban,G2709350019-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-02T00:00:00.000Z,2023-06-09T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023153.h09v05.061.2023164034529.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023153.h09v05.061.2023164034529.cmr.xml,MOD11A2.A2023153.h09v05.061.2023164034529,2023-06-12T23:49:17.168Z,2023-06-12T23:49:49.631Z,HDF-EOS2,MOD11A2,061,6.4.4,8.37,further update is anticipated,reprocessed,MOD11A2.A2023153.h09v05.061.2023164034529,BOTH,2023-06-13T03:45:29.000Z,6.3.0,2023-06-02T00:00:00.000000Z,2023-06-09T23:59:59.000000Z,TERRA,57,40,03,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023161.h09v05.061.2023170174847,urban,G2715598329-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-10T00:00:00.000Z,2023-06-17T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023161.h09v05.061.2023170174847.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023161.h09v05.061.2023170174847.cmr.xml,MOD11A2.A2023161.h09v05.061.2023170174847,2023-06-19T13:09:42.027Z,2023-06-19T13:10:16.444Z,HDF-EOS2,MOD11A2,061,6.4.4,7.96,further update is anticipated,reprocessed,MOD11A2.A2023161.h09v05.061.2023170174847,BOTH,2023-06-19T17:48:47.000Z,6.3.0,2023-06-10T00:00:00.000000Z,2023-06-17T23:59:59.000000Z,TERRA,64,34,02,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023169.h09v05.061.2023178033518,urban,G2720724342-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-18T00:00:00.000Z,2023-06-25T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023169.h09v05.061.2023178033518.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023169.h09v05.061.2023178033518.cmr.xml,MOD11A2.A2023169.h09v05.061.2023178033518,2023-06-26T22:49:40.971Z,2023-06-26T22:50:14.727Z,HDF-EOS2,MOD11A2,061,6.4.4,7.28551,further update is anticipated,reprocessed,MOD11A2.A2023169.h09v05.061.2023178033518,BOTH,2023-06-27T03:35:18.000Z,6.3.0,2023-06-18T00:00:00.000000Z,2023-06-25T23:59:59.000000Z,TERRA,77,23,00,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023177.h09v05.061.2023191223728,urban,G2730475989-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-26T00:00:00.000Z,2023-07-03T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023177.h09v05.061.2023191223728.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023177.h09v05.061.2023191223728.cmr.xml,MOD11A2.A2023177.h09v05.061.2023191223728,2023-07-10T18:08:16.257Z,2023-07-10T18:08:49.159Z,HDF-EOS2,MOD11A2,061,6.4.4,7.38438,further update is anticipated,reprocessed,MOD11A2.A2023177.h09v05.061.2023191223728,BOTH,2023-07-10T22:37:28.000Z,6.3.0,2023-06-26T00:00:00.000000Z,2023-07-03T23:59:59.000000Z,TERRA,77,23,00,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023185.h09v05.061.2023201061553,urban,G2736016380-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-04T00:00:00.000Z,2023-07-11T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023185.h09v05.061.2023201061553.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023185.h09v05.061.2023201061553.cmr.xml,MOD11A2.A2023185.h09v05.061.2023201061553,2023-07-20T01:21:04.203Z,2023-07-20T01:21:35.550Z,HDF-EOS2,MOD11A2,061,6.4.4,7.59088,further update is anticipated,reprocessed,MOD11A2.A2023185.h09v05.061.2023201061553,BOTH,2023-07-20T06:15:53.000Z,6.3.0,2023-07-04T00:00:00.000000Z,2023-07-11T23:59:59.000000Z,TERRA,72,27,01,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023193.h09v05.061.2023214104254,urban,G2746053956-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-12T00:00:00.000Z,2023-07-19T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023193.h09v05.061.2023214104254.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023193.h09v05.061.2023214104254.cmr.xml,MOD11A2.A2023193.h09v05.061.2023214104254,2023-08-02T21:38:14.178Z,2023-08-02T21:38:45.762Z,HDF-EOS2,MOD11A2,061,6.4.4,7.31836,further update is anticipated,reprocessed,MOD11A2.A2023193.h09v05.061.2023214104254,BOTH,2023-08-02T10:42:54.000Z,6.3.0,2023-07-12T00:00:00.000000Z,2023-07-19T23:59:59.000000Z,TERRA,78,22,00,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023201.h09v05.061.2023215145934,urban,G2746053552-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-20T00:00:00.000Z,2023-07-27T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023201.h09v05.061.2023215145934.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023201.h09v05.061.2023215145934.cmr.xml,MOD11A2.A2023201.h09v05.061.2023215145934,2023-08-03T10:09:42.632Z,2023-08-03T14:10:30.718Z,HDF-EOS2,MOD11A2,061,6.4.4,7.54251,further update is anticipated,reprocessed,MOD11A2.A2023201.h09v05.061.2023215145934,BOTH,2023-08-03T14:59:34.000Z,6.3.0,2023-07-20T00:00:00.000000Z,2023-07-27T23:59:59.000000Z,TERRA,75,25,00,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023209.h09v05.061.2023220022857,urban,G2746626093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-28T00:00:00.000Z,2023-08-04T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023209.h09v05.061.2023220022857.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023209.h09v05.061.2023220022857.cmr.xml,MOD11A2.A2023209.h09v05.061.2023220022857,2023-08-07T21:36:32.599Z,2023-08-07T21:37:05.260Z,HDF-EOS2,MOD11A2,061,6.4.4,8.00599,further update is anticipated,reprocessed,MOD11A2.A2023209.h09v05.061.2023220022857,BOTH,2023-08-08T02:28:57.000Z,6.3.0,2023-07-28T00:00:00.000000Z,2023-08-04T23:59:59.000000Z,TERRA,72,27,00,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023217.h09v05.061.2023226041049,urban,G2750076583-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-05T00:00:00.000Z,2023-08-12T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023217.h09v05.061.2023226041049.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023217.h09v05.061.2023226041049.cmr.xml,MOD11A2.A2023217.h09v05.061.2023226041049,2023-08-13T23:24:44.732Z,2023-08-13T23:25:17.235Z,HDF-EOS2,MOD11A2,061,6.4.4,7.74152,further update is anticipated,reprocessed,MOD11A2.A2023217.h09v05.061.2023226041049,BOTH,2023-08-14T04:10:49.000Z,6.3.0,2023-08-05T00:00:00.000000Z,2023-08-12T23:59:59.000000Z,TERRA,74,26,00,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023225.h09v05.061.2023235043337,urban,G2755214585-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-13T00:00:00.000Z,2023-08-20T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023225.h09v05.061.2023235043337.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023225.h09v05.061.2023235043337.cmr.xml,MOD11A2.A2023225.h09v05.061.2023235043337,2023-08-22T23:40:45.258Z,2023-08-22T23:41:19.810Z,HDF-EOS2,MOD11A2,061,6.4.4,7.56653,further update is anticipated,reprocessed,MOD11A2.A2023225.h09v05.061.2023235043337,BOTH,2023-08-23T04:33:37.000Z,6.3.0,2023-08-13T00:00:00.000000Z,2023-08-20T23:59:59.000000Z,TERRA,74,26,00,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023233.h09v05.061.2023242040454,urban,G2759098093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-21T00:00:00.000Z,2023-08-28T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023233.h09v05.061.2023242040454.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023233.h09v05.061.2023242040454.cmr.xml,MOD11A2.A2023233.h09v05.061.2023242040454,2023-08-29T23:16:24.763Z,2023-08-29T23:20:43.551Z,HDF-EOS2,MOD11A2,061,6.4.4,8.15633,further update is anticipated,reprocessed,MOD11A2.A2023233.h09v05.061.2023242040454,BOTH,2023-08-30T04:04:54.000Z,6.3.0,2023-08-21T00:00:00.000000Z,2023-08-28T23:59:59.000000Z,TERRA,70,30,00,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023241.h09v05.061.2023251220940,urban,G2764330813-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-29T00:00:00.000Z,2023-09-05T23:59:59.000Z,,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023241.h09v05.061.2023251220940.hdf,./data/MODIS-LST/Austin_TX/urban/MOD11A2.A2023241.h09v05.061.2023251220940.cmr.xml,MOD11A2.A2023241.h09v05.061.2023251220940,2023-09-08T17:16:31.216Z,2023-09-08T17:21:26.608Z,HDF-EOS2,MOD11A2,061,6.4.4,7.26913,further update is anticipated,reprocessed,MOD11A2.A2023241.h09v05.061.2023251220940,BOTH,2023-09-08T22:09:40.000Z,6.3.0,2023-08-29T00:00:00.000000Z,2023-09-05T23:59:59.000000Z,TERRA,78,22,00,00,NO,09,05,51009005,10.5067/MODIS/MOD11A2.061,https://doi.org,"(30.0041666666667, -103.936581404975)","(30.0041666666667, -92.3886250648192)","(39.9958333333333, -117.492086386791)","(39.9958333333333, -104.438034823622)"
