region,url,fpath,granule_id,dataset_id,start_time,end_time,spatial_extent
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023169.h09v05.061.2023178033518/MOD11A2.A2023169.h09v05.061.2023178033518.hdf,./data/MODIS-LST/rural/MOD11A2.A2023169.h09v05.061.2023178033518.hdf,G2720724342-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-18T00:00:00.000Z,2023-06-25T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023169.h09v05.061.2023178033518/MOD11A2.A2023169.h09v05.061.2023178033518.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023169.h09v05.061.2023178033518.cmr.xml,G2720724342-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-18T00:00:00.000Z,2023-06-25T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023169.h09v05.061.2023178033518/MOD11A2.A2023169.h09v05.061.2023178033518.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023169.h09v05.061.2023178033518.cmr.xml,G2720724342-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-18T00:00:00.000Z,2023-06-25T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2720724342-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-18T00:00:00.000Z,2023-06-25T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023177.h09v05.061.2023191223728/MOD11A2.A2023177.h09v05.061.2023191223728.hdf,./data/MODIS-LST/rural/MOD11A2.A2023177.h09v05.061.2023191223728.hdf,G2730475989-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-26T00:00:00.000Z,2023-07-03T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023177.h09v05.061.2023191223728/MOD11A2.A2023177.h09v05.061.2023191223728.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023177.h09v05.061.2023191223728.cmr.xml,G2730475989-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-26T00:00:00.000Z,2023-07-03T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023177.h09v05.061.2023191223728/MOD11A2.A2023177.h09v05.061.2023191223728.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023177.h09v05.061.2023191223728.cmr.xml,G2730475989-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-26T00:00:00.000Z,2023-07-03T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2730475989-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-06-26T00:00:00.000Z,2023-07-03T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023185.h09v05.061.2023201061553/MOD11A2.A2023185.h09v05.061.2023201061553.hdf,./data/MODIS-LST/rural/MOD11A2.A2023185.h09v05.061.2023201061553.hdf,G2736016380-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-04T00:00:00.000Z,2023-07-11T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023185.h09v05.061.2023201061553/MOD11A2.A2023185.h09v05.061.2023201061553.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023185.h09v05.061.2023201061553.cmr.xml,G2736016380-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-04T00:00:00.000Z,2023-07-11T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023185.h09v05.061.2023201061553/MOD11A2.A2023185.h09v05.061.2023201061553.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023185.h09v05.061.2023201061553.cmr.xml,G2736016380-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-04T00:00:00.000Z,2023-07-11T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2736016380-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-04T00:00:00.000Z,2023-07-11T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023193.h09v05.061.2023214104254/MOD11A2.A2023193.h09v05.061.2023214104254.hdf,./data/MODIS-LST/rural/MOD11A2.A2023193.h09v05.061.2023214104254.hdf,G2746053956-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-12T00:00:00.000Z,2023-07-19T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023193.h09v05.061.2023214104254/MOD11A2.A2023193.h09v05.061.2023214104254.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023193.h09v05.061.2023214104254.cmr.xml,G2746053956-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-12T00:00:00.000Z,2023-07-19T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023193.h09v05.061.2023214104254/MOD11A2.A2023193.h09v05.061.2023214104254.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023193.h09v05.061.2023214104254.cmr.xml,G2746053956-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-12T00:00:00.000Z,2023-07-19T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2746053956-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-12T00:00:00.000Z,2023-07-19T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023201.h09v05.061.2023215145934/MOD11A2.A2023201.h09v05.061.2023215145934.hdf,./data/MODIS-LST/rural/MOD11A2.A2023201.h09v05.061.2023215145934.hdf,G2746053552-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-20T00:00:00.000Z,2023-07-27T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023201.h09v05.061.2023215145934/MOD11A2.A2023201.h09v05.061.2023215145934.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023201.h09v05.061.2023215145934.cmr.xml,G2746053552-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-20T00:00:00.000Z,2023-07-27T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023201.h09v05.061.2023215145934/MOD11A2.A2023201.h09v05.061.2023215145934.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023201.h09v05.061.2023215145934.cmr.xml,G2746053552-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-20T00:00:00.000Z,2023-07-27T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2746053552-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-20T00:00:00.000Z,2023-07-27T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023209.h09v05.061.2023220022857/MOD11A2.A2023209.h09v05.061.2023220022857.hdf,./data/MODIS-LST/rural/MOD11A2.A2023209.h09v05.061.2023220022857.hdf,G2746626093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-28T00:00:00.000Z,2023-08-04T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023209.h09v05.061.2023220022857/MOD11A2.A2023209.h09v05.061.2023220022857.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023209.h09v05.061.2023220022857.cmr.xml,G2746626093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-28T00:00:00.000Z,2023-08-04T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023209.h09v05.061.2023220022857/MOD11A2.A2023209.h09v05.061.2023220022857.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023209.h09v05.061.2023220022857.cmr.xml,G2746626093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-28T00:00:00.000Z,2023-08-04T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2746626093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-07-28T00:00:00.000Z,2023-08-04T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023217.h09v05.061.2023226041049/MOD11A2.A2023217.h09v05.061.2023226041049.hdf,./data/MODIS-LST/rural/MOD11A2.A2023217.h09v05.061.2023226041049.hdf,G2750076583-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-05T00:00:00.000Z,2023-08-12T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023217.h09v05.061.2023226041049/MOD11A2.A2023217.h09v05.061.2023226041049.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023217.h09v05.061.2023226041049.cmr.xml,G2750076583-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-05T00:00:00.000Z,2023-08-12T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023217.h09v05.061.2023226041049/MOD11A2.A2023217.h09v05.061.2023226041049.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023217.h09v05.061.2023226041049.cmr.xml,G2750076583-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-05T00:00:00.000Z,2023-08-12T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2750076583-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-05T00:00:00.000Z,2023-08-12T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023225.h09v05.061.2023235043337/MOD11A2.A2023225.h09v05.061.2023235043337.hdf,./data/MODIS-LST/rural/MOD11A2.A2023225.h09v05.061.2023235043337.hdf,G2755214585-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-13T00:00:00.000Z,2023-08-20T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023225.h09v05.061.2023235043337/MOD11A2.A2023225.h09v05.061.2023235043337.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023225.h09v05.061.2023235043337.cmr.xml,G2755214585-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-13T00:00:00.000Z,2023-08-20T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023225.h09v05.061.2023235043337/MOD11A2.A2023225.h09v05.061.2023235043337.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023225.h09v05.061.2023235043337.cmr.xml,G2755214585-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-13T00:00:00.000Z,2023-08-20T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2755214585-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-13T00:00:00.000Z,2023-08-20T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023233.h09v05.061.2023242040454/MOD11A2.A2023233.h09v05.061.2023242040454.hdf,./data/MODIS-LST/rural/MOD11A2.A2023233.h09v05.061.2023242040454.hdf,G2759098093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-21T00:00:00.000Z,2023-08-28T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023233.h09v05.061.2023242040454/MOD11A2.A2023233.h09v05.061.2023242040454.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023233.h09v05.061.2023242040454.cmr.xml,G2759098093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-21T00:00:00.000Z,2023-08-28T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023233.h09v05.061.2023242040454/MOD11A2.A2023233.h09v05.061.2023242040454.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023233.h09v05.061.2023242040454.cmr.xml,G2759098093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-21T00:00:00.000Z,2023-08-28T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2759098093-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-21T00:00:00.000Z,2023-08-28T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023241.h09v05.061.2023251220940/MOD11A2.A2023241.h09v05.061.2023251220940.hdf,./data/MODIS-LST/rural/MOD11A2.A2023241.h09v05.061.2023251220940.hdf,G2764330813-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-29T00:00:00.000Z,2023-09-05T23:59:59.000Z,N/A
rural,https://data.lpdaac.earthdatacloud.nasa.gov/lp-prod-protected/MOD11A2.061/MOD11A2.A2023241.h09v05.061.2023251220940/MOD11A2.A2023241.h09v05.061.2023251220940.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023241.h09v05.061.2023251220940.cmr.xml,G2764330813-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-29T00:00:00.000Z,2023-09-05T23:59:59.000Z,N/A
rural,s3://lp-prod-protected/MOD11A2.061/MOD11A2.A2023241.h09v05.061.2023251220940/MOD11A2.A2023241.h09v05.061.2023251220940.cmr.xml,./data/MODIS-LST/rural/MOD11A2.A2023241.h09v05.061.2023251220940.cmr.xml,G2764330813-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-29T00:00:00.000Z,2023-09-05T23:59:59.000Z,N/A
rural,https://doi.org/10.5067/MODIS/MOD11A2.061,./data/MODIS-LST/rural/MOD11A2.061,G2764330813-LPCLOUD,MODIS/Terra Land Surface Temperature/Emissivity 8-Day L3 Global 1km SIN Grid V061,2023-08-29T00:00:00.000Z,2023-09-05T23:59:59.000Z,N/A
